NOC,Year,Athletes_Count,Sports_Count,Gold,Silver,Bronze,Total_Medals,Is_Host,Total Events,Total Disciplines,Total Sports,sports coverage,Gold winning rate,Silver winning rate,Bronze winning rate,Medal winning rate,Value
ITA,2016,399,26,8,12,8,28,False,306.0,42.0,28.0,0.9285714285714286,0.026143790849673203,0.0392156862745098,0.026143790849673203,0.030501089324618737,0.16955067104944524
ITA,2020,524,39,10,10,20,40,False,339.0,50.0,33.0,1.1818181818181819,0.029498525073746312,0.029498525073746312,0.058997050147492625,0.03933136676499508,0.16995825815704022
ITA,2024,610,39,12,11,13,36,False,329.0,48.0,32.0,1.21875,0.0364741641337386,0.03343465045592705,0.03951367781155015,0.0364741641337386,0.16244807363022484
JAM,2004,62,4,2,1,2,5,False,301.0,40.0,27.0,0.14814814814814814,0.006644518272425249,0.0033222591362126247,0.006644518272425249,0.005537098560354375,0.0531566361647306
JAM,2008,66,4,5,2,2,9,False,302.0,42.0,27.0,0.14814814814814814,0.016556291390728478,0.006622516556291391,0.006622516556291391,0.009933774834437087,0.054132373439565486
JAM,2012,62,4,4,4,4,12,False,302.0,40.0,26.0,0.15384615384615385,0.013245033112582781,0.013245033112582781,0.013245033112582781,0.013245033112582781,0.054132373439565486
JAM,2016,77,4,6,3,2,11,False,306.0,42.0,28.0,0.14285714285714285,0.0196078431372549,0.00980392156862745,0.006535947712418301,0.011982570806100218,0.05342476071486529
JAM,2020,87,6,4,1,4,9,False,339.0,50.0,33.0,0.18181818181818182,0.011799410029498525,0.0029498525073746312,0.011799410029498525,0.008849557522123894,0.04925016540387506
JAM,2024,81,4,1,3,2,6,False,329.0,48.0,32.0,0.125,0.00303951367781155,0.00911854103343465,0.0060790273556231,0.0060790273556231,0.05074713091767065
JOR,2004,8,5,0,0,0,0,False,301.0,40.0,27.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.006866840628809523
JOR,2008,7,5,0,0,0,0,False,302.0,42.0,27.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.00684410274593267
JOR,2012,9,5,0,0,0,0,False,302.0,40.0,26.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.00684410274593267
JOR,2016,8,6,1,0,0,1,False,306.0,42.0,28.0,0.21428571428571427,0.0032679738562091504,0.0,0.0,0.0010893246187363835,0.006754637350561001
JOR,2020,15,8,0,1,1,2,False,339.0,50.0,33.0,0.24242424242424243,0.0,0.0029498525073746312,0.0029498525073746312,0.0019665683382497543,0.008046043998969585
JOR,2024,13,6,0,1,0,1,False,329.0,48.0,32.0,0.1875,0.0,0.00303951367781155,0.0,0.0010131712259371835,0.006282428660400202
JPN,2004,414,31,16,9,12,37,False,301.0,40.0,27.0,1.1481481481481481,0.053156146179401995,0.029900332225913623,0.03986710963455149,0.04097452934662237,0.15766732757789045
JPN,2008,457,31,9,7,9,25,False,302.0,42.0,27.0,1.1481481481481481,0.029801324503311258,0.023178807947019868,0.029801324503311258,0.02759381898454746,0.15854535786273277
JPN,2012,399,29,7,14,17,38,False,302.0,40.0,26.0,1.1153846153846154,0.023178807947019868,0.046357615894039736,0.056291390728476824,0.04194260485651214,0.1560218681048206
JPN,2016,436,32,12,8,21,41,False,306.0,42.0,28.0,1.1428571428571428,0.0392156862745098,0.026143790849673203,0.06862745098039216,0.044662309368191724,0.15567405520716798
JPN,2020,787,46,27,14,17,58,True,339.0,50.0,33.0,1.393939393939394,0.07964601769911504,0.04129793510324484,0.05014749262536873,0.05703048180924287,0.18151998856804455
JPN,2024,598,41,20,12,13,45,False,329.0,48.0,32.0,1.28125,0.060790273556231005,0.0364741641337386,0.03951367781155015,0.04559270516717325,0.1740352979749671
KAZ,2004,130,17,1,4,3,8,False,301.0,40.0,27.0,0.6296296296296297,0.0033222591362126247,0.013289036544850499,0.009966777408637873,0.008859357696566999,0.058600439017717124
KAZ,2008,146,19,2,4,7,13,False,302.0,42.0,27.0,0.7037037037037037,0.006622516556291391,0.013245033112582781,0.023178807947019868,0.01434878587196468,0.05843914759092868
KAZ,2012,132,19,7,1,5,13,False,302.0,40.0,26.0,0.7307692307692307,0.023178807947019868,0.0033112582781456954,0.016556291390728478,0.01434878587196468,0.06118913184308543
KAZ,2016,123,19,3,5,10,18,False,306.0,42.0,28.0,0.6785714285714286,0.00980392156862745,0.016339869281045753,0.032679738562091505,0.0196078431372549,0.060389273910496075
KAZ,2020,116,25,0,0,8,8,False,339.0,50.0,33.0,0.7575757575757576,0.0,0.0,0.02359882005899705,0.007866273352999017,0.05986807099634731
KAZ,2024,123,23,1,3,3,7,False,329.0,48.0,32.0,0.71875,0.00303951367781155,0.00911854103343465,0.00911854103343465,0.0070921985815602835,0.05072815821946136
KEN,2004,46,4,1,4,2,7,False,301.0,40.0,27.0,0.14814814814814814,0.0033222591362126247,0.013289036544850499,0.006644518272425249,0.007751937984496124,0.062395690089788874
KEN,2008,47,5,6,4,5,15,False,302.0,42.0,27.0,0.18518518518518517,0.019867549668874173,0.013245033112582781,0.016556291390728478,0.016556291390728478,0.0635410184062945
KEN,2012,51,4,2,4,5,11,False,302.0,40.0,26.0,0.15384615384615385,0.006622516556291391,0.013245033112582781,0.016556291390728478,0.012141280353200883,0.0635410184062945
KEN,2016,80,7,6,6,1,13,False,306.0,42.0,28.0,0.25,0.0196078431372549,0.0196078431372549,0.0032679738562091504,0.014161220043572984,0.0627104168584998
KEN,2020,89,7,4,4,2,10,False,339.0,50.0,33.0,0.21212121212121213,0.011799410029498525,0.011799410029498525,0.0058997050147492625,0.00983284169124877,0.05781024306895406
KEN,2024,77,6,4,2,5,11,False,329.0,48.0,32.0,0.1875,0.0121580547112462,0.0060790273556231,0.015197568389057751,0.011144883485309016,0.05956739331421102
KGZ,2004,32,9,0,0,0,0,False,301.0,40.0,27.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.015213000597539966
KGZ,2008,22,9,0,1,1,2,False,302.0,42.0,27.0,0.3333333333333333,0.0,0.0033112582781456954,0.0033112582781456954,0.002207505518763797,0.015162626423375927
KGZ,2012,15,8,0,0,0,0,False,302.0,40.0,26.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.01591367299611187
KGZ,2016,19,6,0,0,0,0,False,306.0,42.0,28.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.015705651126881652
KGZ,2020,17,7,0,2,1,3,False,339.0,50.0,33.0,0.21212121212121213,0.0,0.0058997050147492625,0.0029498525073746312,0.0029498525073746312,0.014176782433114411
KGZ,2024,17,5,0,2,4,6,False,329.0,48.0,32.0,0.15625,0.0,0.0060790273556231,0.0121580547112462,0.0060790273556231,0.014607687674242508
KOR,2004,344,25,9,12,9,30,False,301.0,40.0,27.0,0.9259259259259259,0.029900332225913623,0.03986710963455149,0.029900332225913623,0.03322259136212625,0.06560074604083382
KOR,2008,329,27,13,10,8,31,False,302.0,42.0,27.0,1.0,0.04304635761589404,0.033112582781456956,0.026490066225165563,0.03421633554083885,0.06439850548318643
KOR,2012,312,25,13,8,7,28,False,302.0,40.0,26.0,0.9615384615384616,0.04304635761589404,0.026490066225165563,0.023178807947019868,0.03090507726269316,0.06467197912583911
KOR,2016,263,26,9,3,9,21,False,306.0,42.0,28.0,0.9285714285714286,0.029411764705882353,0.00980392156862745,0.029411764705882353,0.02287581699346405,0.06637388830758198
KOR,2020,338,31,6,4,10,20,False,339.0,50.0,33.0,0.9393939393939394,0.017699115044247787,0.011799410029498525,0.029498525073746312,0.01966568338249754,0.06427163047725588
KOR,2024,248,23,13,9,10,32,False,329.0,48.0,32.0,0.71875,0.03951367781155015,0.02735562310030395,0.030395136778115502,0.03242147922998987,0.0656734028470564
KOS,2016,8,5,1,0,0,1,False,306.0,42.0,28.0,0.17857142857142858,0.0032679738562091504,0.0,0.0,0.0010893246187363835,0.004119407126004836
KOS,2020,11,6,2,0,0,2,False,339.0,50.0,33.0,0.18181818181818182,0.0058997050147492625,0.0,0.0,0.0019665683382497543,0.00398400309910708
KOS,2024,9,4,0,1,1,2,False,329.0,48.0,32.0,0.125,0.0,0.00303951367781155,0.00303951367781155,0.002026342451874367,0.004105097418228875
KSA,2004,16,6,0,0,0,0,False,301.0,40.0,27.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0
KSA,2008,18,4,0,0,0,0,False,302.0,42.0,27.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.0
KSA,2012,23,5,0,0,1,1,False,302.0,40.0,26.0,0.19230769230769232,0.0,0.0,0.0033112582781456954,0.0011037527593818985,0.0
KSA,2016,11,5,0,0,0,0,False,306.0,42.0,28.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0
KSA,2020,33,9,0,1,0,1,False,339.0,50.0,33.0,0.2727272727272727,0.0,0.0029498525073746312,0.0,0.0009832841691248771,0.005590779926356026
KSA,2024,11,4,0,0,0,0,False,329.0,48.0,32.0,0.125,0.0,0.0,0.0,0.0,0.0
KUW,2004,11,3,0,0,0,0,False,301.0,40.0,27.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.002217744571715915
KUW,2008,8,5,0,0,0,0,False,302.0,42.0,27.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.001950353864685889
KUW,2012,12,4,0,0,1,1,False,302.0,40.0,26.0,0.15384615384615385,0.0,0.0,0.0033112582781456954,0.0011037527593818985,0.001950353864685889
KUW,2020,10,5,0,0,1,1,False,339.0,50.0,33.0,0.15151515151515152,0.0,0.0,0.0029498525073746312,0.0009832841691248771,0.0017374833838794646
KUW,2024,9,6,0,0,0,0,False,329.0,48.0,32.0,0.1875,0.0,0.0,0.0,0.0,0.001790294428982184
LAT,2004,45,11,0,4,0,4,False,301.0,40.0,27.0,0.4074074074074074,0.0,0.013289036544850499,0.0,0.004429678848283499,0.003971959655094748
LAT,2008,53,11,1,1,1,3,False,302.0,42.0,27.0,0.4074074074074074,0.0033112582781456954,0.0033112582781456954,0.0033112582781456954,0.0033112582781456954,0.003958807470806356
LAT,2012,50,12,1,0,1,2,False,302.0,40.0,26.0,0.46153846153846156,0.0033112582781456954,0.0,0.0033112582781456954,0.002207505518763797,0.003958807470806356
LAT,2016,33,12,0,0,0,0,False,306.0,42.0,28.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.003907058353540913
LAT,2020,38,15,1,0,1,2,False,339.0,50.0,33.0,0.45454545454545453,0.0029498525073746312,0.0,0.0029498525073746312,0.0019665683382497543,0.004743460264330875
LAT,2024,32,14,0,0,0,0,False,329.0,48.0,32.0,0.4375,0.0,0.0,0.0,0.0,0.004292587717077351
LCA,2004,2,2,0,0,0,0,False,301.0,40.0,27.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.008474521483976925
LCA,2008,4,2,0,0,0,0,False,302.0,42.0,27.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.008630078853571952
LCA,2012,4,3,0,0,0,0,False,302.0,40.0,26.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.008630078853571952
LCA,2016,5,3,0,0,0,0,False,306.0,42.0,28.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.008517267365289967
LCA,2020,5,3,0,0,0,0,False,339.0,50.0,33.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.00785173056306904
LCA,2024,5,3,1,1,0,2,False,329.0,48.0,32.0,0.09375,0.00303951367781155,0.00303951367781155,0.0,0.002026342451874367,0.008090384987478433
LTU,2004,70,13,1,2,0,3,False,301.0,40.0,27.0,0.48148148148148145,0.0033222591362126247,0.006644518272425249,0.0,0.0033222591362126247,0.017149033649302262
LTU,2008,78,16,0,2,3,5,False,302.0,42.0,27.0,0.5925925925925926,0.0,0.006622516556291391,0.009933774834437087,0.005518763796909493,0.017189915220863296
LTU,2012,72,14,2,1,2,5,False,302.0,40.0,26.0,0.5384615384615384,0.006622516556291391,0.0033112582781456954,0.006622516556291391,0.005518763796909493,0.017189915220863296
LTU,2016,80,15,0,1,3,4,False,306.0,42.0,28.0,0.5357142857142857,0.0,0.0032679738562091504,0.00980392156862745,0.004357298474945534,0.016965210446734363
LTU,2020,59,13,0,1,0,1,False,339.0,50.0,33.0,0.3939393939393939,0.0,0.0029498525073746312,0.0,0.0009832841691248771,0.01589065457232529
LTU,2024,63,14,0,2,2,4,False,329.0,48.0,32.0,0.4375,0.0,0.0060790273556231,0.0060790273556231,0.004052684903748734,0.01817705312570112
MAR,2004,57,9,2,1,0,3,False,301.0,40.0,27.0,0.3333333333333333,0.006644518272425249,0.0033222591362126247,0.0,0.0033222591362126247,0.009043285107463658
MAR,2008,49,7,0,1,1,2,False,302.0,42.0,27.0,0.25925925925925924,0.0,0.0033112582781456954,0.0033112582781456954,0.002207505518763797,0.009148999413971806
MAR,2012,67,12,0,0,1,1,False,302.0,40.0,26.0,0.46153846153846156,0.0,0.0,0.0033112582781456954,0.0011037527593818985,0.00942247305662448
MAR,2016,52,13,0,0,1,1,False,306.0,42.0,28.0,0.4642857142857143,0.0,0.0,0.0032679738562091504,0.0010893246187363835,0.009299303474184947
MAR,2020,51,18,1,0,0,1,False,339.0,50.0,33.0,0.5454545454545454,0.0029498525073746312,0.0,0.0,0.0009832841691248771,0.00851491406717852
MAR,2024,63,21,1,0,1,2,False,329.0,48.0,32.0,0.65625,0.00303951367781155,0.0,0.00303951367781155,0.002026342451874367,0.00877372604490431
MAS,2004,38,11,0,0,0,0,False,301.0,40.0,27.0,0.4074074074074074,0.0,0.0,0.0,0.0,0.014964583386560142
MAS,2008,42,10,0,1,0,1,False,302.0,42.0,27.0,0.37037037037037035,0.0,0.0033112582781456954,0.0,0.0011037527593818985,0.01508956229605838
MAS,2012,38,9,0,1,1,2,False,302.0,40.0,26.0,0.34615384615384615,0.0,0.0033112582781456954,0.0033112582781456954,0.002207505518763797,0.01508956229605838
MAS,2016,42,10,0,4,1,5,False,306.0,42.0,28.0,0.35714285714285715,0.0,0.013071895424836602,0.0032679738562091504,0.0054466230936819175,0.014892313115717749
MAS,2020,47,10,0,1,1,2,False,339.0,50.0,33.0,0.30303030303030304,0.0,0.0029498525073746312,0.0029498525073746312,0.0019665683382497543,0.014551345989592571
MAS,2024,32,11,0,0,2,2,False,329.0,48.0,32.0,0.34375,0.0,0.0,0.0060790273556231,0.002026342451874367,0.01499363614125192
MDA,2004,33,8,0,0,0,0,False,301.0,40.0,27.0,0.2962962962962963,0.0,0.0,0.0,0.0,0.0077466625014389265
MDA,2008,30,8,0,0,1,1,False,302.0,42.0,27.0,0.2962962962962963,0.0,0.0,0.0033112582781456954,0.0011037527593818985,0.0077210113011030364
MDA,2012,20,9,0,0,2,2,False,302.0,40.0,26.0,0.34615384615384615,0.0,0.0,0.006622516556291391,0.002207505518763797,0.0077210113011030364
MDA,2016,23,9,0,0,0,0,False,306.0,42.0,28.0,0.32142857142857145,0.0,0.0,0.0,0.0,0.007620083048801035
MDA,2020,26,8,0,0,1,1,False,339.0,50.0,33.0,0.24242424242424243,0.0,0.0,0.0029498525073746312,0.0009832841691248771,0.007063426912282601
MDA,2024,30,10,0,1,3,4,False,329.0,48.0,32.0,0.3125,0.0,0.00303951367781155,0.00911854103343465,0.004052684903748734,0.0072781207394036545
MEX,2004,137,20,0,3,1,4,False,301.0,40.0,27.0,0.7407407407407407,0.0,0.009966777408637873,0.0033222591362126247,0.004429678848283499,0.024380577040941227
MEX,2008,103,23,2,0,1,3,False,302.0,42.0,27.0,0.8518518518518519,0.006622516556291391,0.0,0.0033112582781456954,0.0033112582781456954,0.02457412302926185
MEX,2012,119,23,1,3,3,7,False,302.0,40.0,26.0,0.8846153846153846,0.0033112582781456954,0.009933774834437087,0.009933774834437087,0.00772626931567329,0.024847596671914524
MEX,2016,139,27,0,3,2,5,False,306.0,42.0,28.0,0.9642857142857143,0.0,0.00980392156862745,0.006535947712418301,0.0054466230936819175,0.02452279148666074
MEX,2020,196,31,0,0,4,4,False,339.0,50.0,33.0,0.9393939393939394,0.0,0.0,0.011799410029498525,0.003933136676499509,0.022752850267579287
MEX,2024,155,29,0,3,2,5,False,329.0,48.0,32.0,0.90625,0.0,0.00911854103343465,0.0060790273556231,0.005065856129685917,0.022849375592764926
MGL,2004,21,7,0,0,1,1,False,301.0,40.0,27.0,0.25925925925925924,0.0,0.0,0.0033222591362126247,0.0011074197120708748,0.006719651399619749
MGL,2008,31,7,2,2,0,4,False,302.0,42.0,27.0,0.25925925925925924,0.006622516556291391,0.006622516556291391,0.0,0.004415011037527594,0.006697400898296504
MGL,2012,32,7,0,2,3,5,False,302.0,40.0,26.0,0.2692307692307692,0.0,0.006622516556291391,0.009933774834437087,0.005518763796909493,0.006970874540949179
MGL,2016,46,9,0,1,1,2,False,306.0,42.0,28.0,0.32142857142857145,0.0,0.0032679738562091504,0.0032679738562091504,0.002178649237472767,0.006879751997930235
MGL,2020,61,10,0,1,3,4,False,339.0,50.0,33.0,0.30303030303030304,0.0,0.0029498525073746312,0.008849557522123894,0.003933136676499509,0.006441756357827397
MGL,2024,48,9,0,1,0,1,False,329.0,48.0,32.0,0.28125,0.0,0.00303951367781155,0.0,0.0010131712259371835,0.006637554423414856
MKD,2004,14,5,0,0,0,0,False,301.0,40.0,27.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.004946060212279184
MKD,2008,7,5,0,0,0,0,False,302.0,42.0,27.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.004929682529457067
MKD,2012,4,2,0,0,0,0,False,302.0,40.0,26.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.004929682529457067
MKD,2016,6,4,0,0,0,0,False,306.0,42.0,28.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.00486524223495436
MKD,2020,8,7,0,1,0,1,False,339.0,50.0,33.0,0.21212121212121213,0.0,0.0029498525073746312,0.0,0.0009832841691248771,0.004391634583764113
MKD,2024,6,6,0,0,0,0,False,329.0,48.0,32.0,0.1875,0.0,0.0,0.0,0.0,0.004525118917617125
MOZ,2004,4,2,0,0,0,0,False,301.0,40.0,27.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0
MOZ,2008,4,3,0,0,0,0,False,302.0,42.0,27.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
MOZ,2012,6,4,0,0,0,0,False,302.0,40.0,26.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0
MOZ,2016,8,4,0,0,0,0,False,306.0,42.0,28.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
MOZ,2020,10,6,0,0,0,0,False,339.0,50.0,33.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0
MOZ,2024,7,5,0,0,0,0,False,329.0,48.0,32.0,0.15625,0.0,0.0,0.0,0.0,0.0
MRI,2004,9,5,0,0,0,0,False,301.0,40.0,27.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.0
MRI,2008,11,7,0,0,1,1,False,302.0,42.0,27.0,0.25925925925925924,0.0,0.0,0.0033112582781456954,0.0011037527593818985,0.0
MRI,2012,11,7,0,0,0,0,False,302.0,40.0,26.0,0.2692307692307692,0.0,0.0,0.0,0.0,0.0
MRI,2016,11,7,0,0,0,0,False,306.0,42.0,28.0,0.25,0.0,0.0,0.0,0.0,0.0
MRI,2020,8,6,0,0,0,0,False,339.0,50.0,33.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0
MRI,2024,12,7,0,0,0,0,False,329.0,48.0,32.0,0.21875,0.0,0.0,0.0,0.0,0.0
NAM,2004,10,5,0,0,0,0,False,301.0,40.0,27.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.0045075825248962875
NAM,2008,11,4,0,0,0,0,False,302.0,42.0,27.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.004590323206140784
NAM,2012,9,5,0,0,0,0,False,302.0,40.0,26.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.004590323206140784
NAM,2016,11,4,0,0,0,0,False,306.0,42.0,28.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.004530318981223911
NAM,2020,11,6,0,1,0,1,False,339.0,50.0,33.0,0.18181818181818182,0.0,0.0029498525073746312,0.0,0.0009832841691248771,0.004176321169661508
NAM,2024,4,4,0,0,0,0,False,329.0,48.0,32.0,0.125,0.0,0.0,0.0,0.0,0.004303261022842709
NED,2004,264,22,4,9,9,22,False,301.0,40.0,27.0,0.8148148148148148,0.013289036544850499,0.029900332225913623,0.029900332225913623,0.024363233665559248,0.11502288236585069
NED,2008,283,20,7,5,4,16,False,302.0,42.0,27.0,0.7407407407407407,0.023178807947019868,0.016556291390728478,0.013245033112582781,0.017660044150110375,0.11523544960657305
NED,2012,222,19,6,6,8,20,False,302.0,40.0,26.0,0.7307692307692307,0.019867549668874173,0.019867549668874173,0.026490066225165563,0.02207505518763797,0.1146569766223652
NED,2016,329,23,8,7,4,19,False,306.0,42.0,28.0,0.8214285714285714,0.026143790849673203,0.02287581699346405,0.013071895424836602,0.020697167755991286,0.1131581926142297
NED,2020,391,31,10,12,14,36,False,339.0,50.0,33.0,0.9393939393939394,0.029498525073746312,0.035398230088495575,0.04129793510324484,0.035398230088495575,0.11446415475899882
NED,2024,449,32,15,7,12,34,False,329.0,48.0,32.0,1.0,0.04559270516717325,0.02127659574468085,0.0364741641337386,0.034447821681864235,0.11794330839908997
NGR,2004,79,10,0,0,2,2,False,301.0,40.0,27.0,0.37037037037037035,0.0,0.0,0.006644518272425249,0.0022148394241417496,0.008546323569728762
NGR,2008,89,10,0,1,3,4,False,302.0,42.0,27.0,0.37037037037037035,0.0,0.0033112582781456954,0.009933774834437087,0.004415011037527594,0.00857100976365558
NGR,2012,58,8,0,0,0,0,False,302.0,40.0,26.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.00857100976365558
NGR,2016,77,10,0,0,1,1,False,306.0,42.0,28.0,0.35714285714285715,0.0,0.0,0.0032679738562091504,0.0010893246187363835,0.008458970420339822
NGR,2020,68,10,0,1,1,2,False,339.0,50.0,33.0,0.30303030303030304,0.0,0.0029498525073746312,0.0029498525073746312,0.0019665683382497543,0.007682733046488537
NGR,2024,103,12,0,0,0,0,False,329.0,48.0,32.0,0.375,0.0,0.0,0.0,0.0,0.007916250768266304
NIG,2004,4,3,0,0,0,0,False,301.0,40.0,27.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.004946060212279184
NIG,2008,4,2,0,0,0,0,False,302.0,42.0,27.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.004929682529457067
NIG,2012,6,5,0,0,0,0,False,302.0,40.0,26.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.004929682529457067
NIG,2016,6,4,0,1,0,1,False,306.0,42.0,28.0,0.14285714285714285,0.0,0.0032679738562091504,0.0,0.0010893246187363835,0.00486524223495436
NIG,2020,7,4,0,0,0,0,False,339.0,50.0,33.0,0.12121212121212122,0.0,0.0,0.0,0.0,0.004391634583764113
NIG,2024,7,5,0,0,0,0,False,329.0,48.0,32.0,0.15625,0.0,0.0,0.0,0.0,0.004525118917617125
NOR,2004,60,12,5,0,1,6,False,301.0,40.0,27.0,0.4444444444444444,0.016611295681063124,0.0,0.0033222591362126247,0.006644518272425249,0.041500440091205903
NOR,2008,102,15,3,5,1,9,False,302.0,42.0,27.0,0.5555555555555556,0.009933774834437087,0.016556291390728478,0.0033112582781456954,0.009933774834437087,0.041686536908433686
NOR,2012,69,15,2,1,1,4,False,302.0,40.0,26.0,0.5769230769230769,0.006622516556291391,0.0033112582781456954,0.0033112582781456954,0.004415011037527594,0.04144398666363884
NOR,2016,77,13,0,0,4,4,False,306.0,42.0,28.0,0.4642857142857143,0.0,0.0,0.013071895424836602,0.004357298474945534,0.040902235203983436
NOR,2020,112,18,4,2,2,8,False,339.0,50.0,33.0,0.5454545454545454,0.011799410029498525,0.0058997050147492625,0.0058997050147492625,0.007866273352999017,0.037643425878312785
NOR,2024,128,21,4,1,3,8,False,329.0,48.0,32.0,0.65625,0.0121580547112462,0.00303951367781155,0.00911854103343465,0.008105369807497468,0.037011720997779635
NZL,2004,184,18,3,2,0,5,False,301.0,40.0,27.0,0.6666666666666666,0.009966777408637873,0.006644518272425249,0.0,0.005537098560354375,0.06881473463367344
NZL,2008,201,17,3,2,4,9,False,302.0,42.0,27.0,0.6296296296296297,0.009933774834437087,0.006622516556291391,0.013245033112582781,0.009933774834437087,0.06830609106335171
NZL,2012,204,16,6,2,5,13,False,302.0,40.0,26.0,0.6153846153846154,0.019867549668874173,0.006622516556291391,0.016556291390728478,0.01434878587196468,0.06719293346393736
NZL,2016,232,20,4,9,5,18,False,306.0,42.0,28.0,0.7142857142857143,0.013071895424836602,0.029411764705882353,0.016339869281045753,0.0196078431372549,0.06800628311061001
NZL,2020,279,26,7,6,7,20,False,339.0,50.0,33.0,0.7878787878787878,0.02064896755162242,0.017699115044247787,0.02064896755162242,0.01966568338249754,0.0637805288209343
NZL,2024,253,27,10,7,3,20,False,329.0,48.0,32.0,0.84375,0.030395136778115502,0.02127659574468085,0.00911854103343465,0.020263424518743668,0.06571914671822715
PAK,2004,26,5,0,0,0,0,False,301.0,40.0,27.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.006261044056327379
PAK,2008,22,4,0,0,0,0,False,302.0,42.0,27.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.006375971081547899
PAK,2012,21,4,0,0,0,0,False,302.0,40.0,26.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.006375971081547899
PAK,2016,7,4,0,0,0,0,False,306.0,42.0,28.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.006292625054338124
PAK,2020,10,6,0,0,0,0,False,339.0,50.0,33.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.005800921157228291
PAK,2024,10,3,1,0,0,1,False,329.0,48.0,32.0,0.09375,0.00303951367781155,0.0,0.0,0.0010131712259371835,0.005977240949241308
PAN,2004,5,2,0,0,0,0,False,301.0,40.0,27.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.004144479592406672
PAN,2008,5,3,1,0,0,1,False,302.0,42.0,27.0,0.1111111111111111,0.0033112582781456954,0.0,0.0,0.0011037527593818985,0.004130756150047709
PAN,2012,8,5,0,0,0,0,False,302.0,40.0,26.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.004881802722783655
PAN,2016,14,7,0,0,0,0,False,306.0,42.0,28.0,0.25,0.0,0.0,0.0,0.0,0.0048179883081067455
PAN,2020,11,5,0,0,0,0,False,339.0,50.0,33.0,0.15151515151515152,0.0,0.0,0.0,0.0,0.004348980596698124
PAN,2024,13,6,0,1,0,1,False,329.0,48.0,32.0,0.1875,0.0,0.00303951367781155,0.0,0.0010131712259371835,0.0044811684567801335
PAR,2004,22,4,0,1,0,1,False,301.0,40.0,27.0,0.14814814814814814,0.0,0.0033222591362126247,0.0,0.0011074197120708748,0.0
PAR,2008,7,5,0,0,0,0,False,302.0,42.0,27.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.0
PAR,2012,10,6,0,0,0,0,False,302.0,40.0,26.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0
PAR,2016,11,7,0,0,0,0,False,306.0,42.0,28.0,0.25,0.0,0.0,0.0,0.0,0.0
PAR,2020,9,6,0,0,0,0,False,339.0,50.0,33.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0
PAR,2024,29,7,0,0,0,0,False,329.0,48.0,32.0,0.21875,0.0,0.0,0.0,0.0,0.0
PER,2004,14,10,0,0,0,0,False,301.0,40.0,27.0,0.37037037037037035,0.0,0.0,0.0,0.0,0.0026769166551776657
PER,2008,13,10,0,0,0,0,False,302.0,42.0,27.0,0.37037037037037035,0.0,0.0,0.0,0.0,0.002668052692743302
PER,2012,16,9,0,0,0,0,False,302.0,40.0,26.0,0.34615384615384615,0.0,0.0,0.0,0.0,0.002425502447948457
